Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Journey Summary,New Journey Summary,Number of emails,Logo/Icon,Duration,Date Started,Date Ended,Avg time delay,Brand Details,Email Template,Categories,Meta Title,Meta Description,Description
Asana,asana,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,684959cbe4999a5a256593da,false,false,Wed Jun 11 2025 10:26:19 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Asana’s email journey centers on activity-based updates, with frequent notifications that celebrate progress and keep users aware of assigned or completed tasks. Their onboarding flow is reinforced by feature nudges and invitations to contact the team directly, especially when user engagement appears low. </p><p>‍</p><p id="""">After the trial ends without an upgrade, Asana continues nurturing users through upgrade prompts and educational webinars focused on learning the product.</p><p>‍</p>",13,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d8a2db11466de959779b4_c39a60-asana.svg,About 1 month and a half,"May 12, 2025","July 1, 2025",~4 days,,,celebrate-milestones; onboard-free-user; onboard-paid-user; expand-user; request-feedback; transactional-email; announce-new-features; win-back-churned-user; educate-engage,,"Asana sends simple, activity-driven emails with task updates, feature nudges, upgrade prompts, and webinars to support post-trial re-engagement.",
Clickup,clickup,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,684b177486fce3437647c298,false,false,Thu Jun 12 2025 18:07:48 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">ClickUp provides a clean and effective onboarding flow, with visually appealing emails (though their unusually wide layout doesn’t render perfectly within our platform). Their journey combines feature nudges and frequent activity-based notifications, helping users stay aware of progress and encouraging deeper engagement. They also include win-back messages and occasional offers—such as 20% off—to re-activate or upgrade users and keep adoption high.</p><p>‍</p><p id="""">P.S. Numerous repetitive activity-update emails were removed for clarity, so the average time delay between emails appears longer than it is in reality.</p><p>‍</p>",22,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d8a1324fc3e198d60c1c4_images%20(3).jpeg,About 1 month and a half,"May 12, 2025","June 28, 2025",~2 days,,,celebrate-milestones; onboard-free-user; onboard-paid-user; announce-new-features; expand-user; request-feedback; transactional-email; win-back-churned-user; educate-engage,,"ClickUp uses clean onboarding, frequent activity alerts, feature nudges, win-back offers, and wide-layout emails that engage users across workflows.",
Monday,monday,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d4d256bf75f8863896ef7,false,false,Tue Jul 08 2025 16:53:57 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">monday.com delivers highly polished, visually strong emails across a structured onboarding flow that highlights key features, integrations, and social proof through case studies. Their journey includes trial-ending reminders, extension offers, and repeated prompts to restart or complete a free trial, followed by ongoing newsletters and nurturing content aimed at driving conversion. While the email strategy is robust, some newsletters are exceptionally long, and a smoother, more concise approach could improve engagement.</p><p>‍</p><p id="""">P.S. Many of monday.com’s long, repetitive newsletter emails were removed to reduce redundancy, so the average time delay between emails appears longer than it is in reality.</p><p>‍</p>",25,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d8d25971605faedc34b42_monday-logo-png_seeklogo-394605.png,About 2 months,"May 12, 2025","July 15, 2025",~3 days,,,educate-engage; expand-user; onboard-free-user; onboard-paid-user; request-feedback; transactional-email; announce-new-features; celebrate-milestones; win-back-churned-user,,"monday.com provides sleek onboarding, long newsletters, trial extensions, and social-proof nurturing to re-engage and convert trial users.",
MailChimp,mailchimp,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d4d5ba9f3b087bed18e69,false,false,Tue Jul 08 2025 16:54:51 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:48 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Mailchimp delivers highly polished, visually rich emails throughout its onboarding and ongoing communication, reflecting its expertise as an email-first company. The journey blends educational content, events, and product updates with occasional upgrade or integration nudges, all presented in a clean, engaging layout—though one unusually long plain-text upgrade email feels out of place among the otherwise refined messages. </p><p>‍</p><p id="""">Overall, Mailchimp maintains a diverse and well-designed email strategy that supports both learning and expansion.</p><p>‍</p>",44,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d878dc5118ef5e09291b4_MC_Case_Study_V2-07-a3cdbb.avif,About 1 year and 9 months,"December 7, 2023","September 4, 2025",~15 days,,,announce-new-features; celebrate-milestones; educate-engage; expand-user; onboard-free-user; onboard-paid-user; request-feedback; transactional-email; win-back-churned-user,,"Mailchimp delivers highly designed onboarding, rich educational content, product updates, and upgrade prompts in a polished, diverse email strategy.",
Aircall,aircall,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d4ec607bd6890dc7761fb,false,false,Tue Jul 08 2025 17:00:54 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:48 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Aircall’s email journey is built around a clean and straightforward onboarding flow, with concise messages that highlight key features and consistently guide users back to the dashboard. As the trial progresses, Aircall introduces customer success stories, upgrade nudges, and feature prompts to maintain engagement and drive conversion. </p><p>‍</p><p id="""">Beyond onboarding, they mix in educational resources and demo invitations, balancing product usage with opportunities for deeper support.</p><p>‍</p>",10,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d8ce4812cc6292dbf9e23_unnamed%20(1).png,About 2 months,"May 12, 2025","July 8, 2025",~6 days,,,announce-new-features; celebrate-milestones; educate-engage; expand-user; onboard-free-user; onboard-paid-user; request-feedback; transactional-email; win-back-churned-user,,"Aircall offers concise onboarding emails, feature nudges, success stories, and upgrade prompts, paired with demos and educational resources.",
Beehiiv,beehiiv,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d4ef8dded477f0e6a2f01,false,false,Tue Jul 08 2025 17:01:44 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:48 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Beehiiv’s journey is built around a very long, daily onboarding sequence, with text-heavy emails that can feel overwhelming despite their strong educational intent. The brand frequently shares creator spotlights, webinars, and affiliate-program prompts, aiming to inspire users and keep the community highly engaged. While content is valuable, the high email volume can dilute the impact of key upgrade messages and would benefit from shorter, more focused communication. </p><p>‍</p><p id="""">P.S. Several repetitive spotlight and webinar emails were removed due to their similarity, so the average time delay between emails may appear longer than it is in reality.</p><p>‍</p>",51,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d89ba3317afd4585f58d0_download.jpeg,About 1 month,"May 29, 2025","June 27, 2025",~0.6 days,,,announce-new-features; celebrate-milestones; educate-engage; expand-user; onboard-paid-user; onboard-free-user; request-feedback; transactional-email; win-back-churned-user,,"Beehiiv uses long, daily onboarding emails, creator spotlights, webinars, and affiliate prompts, offering rich education but very high email volume.",
Canva,canva,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d4f1c736fe350ce8eafb3,false,false,Tue Jul 08 2025 17:02:20 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Canva’s email journey focuses on education and feature adoption, with polished messages promoting webinars, new capabilities, and ways to get more value from the platform. They also include expansion nudges—such as inviting teammates—and occasional win-back or activity-based emails, though some triggers show room for improved personalization. </p><p>‍</p><p id="""">As expected from a design-centric brand, the emails are visually strong and consistently well executed.</p><p>‍</p>",22,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d87398e51be05c79dbbae_canva_logo_icon_168460.webp,About 1 year and 7 months,"December 9, 2023","July 7, 2025",~28 days,,,celebrate-milestones; educate-engage; announce-new-features; expand-user; onboard-free-user; onboard-paid-user; request-feedback; transactional-email; win-back-churned-user,,"Canva sends polished educational emails, feature tips, expansion nudges, and win-back prompts, with occasional mis-targeted triggers that need refining.",
Customer.io,customer-io,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d4f37f67c701e84b2b79e,false,false,Tue Jul 08 2025 17:02:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Customer.io delivers clean, well-designed onboarding emails that are clear, digestible, and reflective of a company that deeply understands email marketing. Their journey combines action-based triggers—such as reminders to verify a domain—with a strong emphasis on education through guides, reports, and webinars. </p><p>‍</p><p id="""">Overall, Customer.io prioritizes empowering users with knowledge while keeping communication relevant and behavior-driven.</p><p>‍</p>",32,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d8b7f238588e911eb5142_favicon.svg,About 5½ months,"July 9, 2024","December 20, 2024",~5 days,,,announce-new-features; celebrate-milestones; educate-engage; expand-user; onboard-free-user; onboard-paid-user; request-feedback; transactional-email; win-back-churned-user,,"Customer.io delivers clean onboarding, smart action-based triggers, and education-heavy emails with guides, reports, and webinars for user success.",
Fiverr,fiverr,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d4f5caf461d506f591e0d,false,false,Tue Jul 08 2025 17:03:24 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Fiverr’s emails blend activity-based triggers with strong expansion messaging, encouraging users to continue hiring freelancers while offering relevant suggestions and resources. The brand places clear emphasis on engagement and feedback, supported by polished communications, special offers, referrals, and app-download prompts. Overall, Fiverr’s strategy is highly dynamic and conversion-oriented, continually guiding users back into the platform’s marketplace. </p><p>‍</p><p id="""">P.S. Numerous activity-driven emails were removed to protect privacy and reduce repetition, so the average time delay between emails appears longer than it is in reality.</p><p>‍</p>",50,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d8b68f1d2ff29929ecc33_fiverr-logo-icon-online-platform-for-freelancers-free-vector.jpg,About 10 months,"December 22, 2023","October 18, 2024",~6 days,,,announce-new-features; celebrate-milestones; educate-engage; onboard-free-user; onboard-paid-user; expand-user; request-feedback; transactional-email; win-back-churned-user,,"Fiverr combines activity-based alerts with expansion prompts, feedback requests, and offers to keep users hiring and returning to the marketplace.",
Freepik,freepik,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d4f7877b102ecd957340b,false,false,Tue Jul 08 2025 17:03:52 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Freepik’s email journey is highly expansion-driven, with frequent, polished messages promoting upgrades, annual plans, and the platform’s wide range of creative features. Educational content is minimal; instead, Freepik focuses on sales-oriented prompts and feature promotion, along with a strong win-back sequence to re-engage churned users. The overall strategy is visually strong and commercially assertive, fitting for a design-centric brand.</p><p>‍</p><p id=""""> P.S. Many repetitive promotional emails were removed due to redundancy, so the average time delay between emails appears longer than in reality.</p><p>‍</p>",44,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d8bf90ac9de0c3c3f24e0_freepik.svg,About 7 months,"January 24, 2025","August 26, 2025",~5 days,,,announce-new-features; celebrate-milestones; educate-engage; expand-user; onboard-paid-user; onboard-free-user; request-feedback; transactional-email; win-back-churned-user,,"Freepik sends bold, design-forward emails focused on upgrades, feature promotion, and strong win-back efforts to drive active, ongoing user engagement.",
Hubspot,hubspot,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d4fc86a82ea060eada860,false,false,Tue Jul 08 2025 17:05:12 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">HubSpot’s email journey consists of a clean and structured onboarding sequence, delivered through a series of multi-step messages guiding users through setup with clear CTAs. As the flow progresses, HubSpot introduces additional resources and product education, followed by a personalized 30-day report designed to pull users back into the platform. </p><p>‍</p><p id="""">An upgrade-oriented email appears in the sequence as well—though in this case it was mis-targeted, highlighting an opportunity for improved segmentation.</p><p>‍</p>",7,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d8994e0481451a293f107_168_Hubspot_logo_logos-512.webp,About 2 months,"May 17, 2025","July 22, 2025",~11 days,,,celebrate-milestones; educate-engage; announce-new-features; expand-user; onboard-free-user; onboard-paid-user; transactional-email; request-feedback; win-back-churned-user,,"HubSpot sends clear, structured onboarding emails with helpful guides, resources, and upgrade nudges supported by simple, action-driven messaging.",
Make,make,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d50895bdd80263777eec8,false,false,Tue Jul 08 2025 17:08:25 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:48 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Make’s emails blend onboarding guidance with activity-based communication, effectively leveraging user behavior to trigger personalized and timely messages. The onboarding sequence is well structured, featuring a clear five-step “getting started” flow, but overall email design feels text-heavy and visually unrefined for a brand of this scale. Despite the lack of polish, Make excels at using automation-driven emails to promote upgrades, encourage engagement, and support growth. </p><p>‍</p><p id="""">P.S. Numerous activity-triggered system emails were removed to avoid redundancy, so the average time delay between emails may appear slightly longer than it is in reality.</p><p>‍</p>",17,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d898c7ab29a3048230933_658d1160346d50ccbcb96f6f_Make-Logo.svg,About 1 month and a half,"May 21, 2025","July 7, 2025",~3 days,,,announce-new-features; celebrate-milestones; educate-engage; expand-user; onboard-free-user; onboard-paid-user; request-feedback; transactional-email; win-back-churned-user,,"Make blends text-heavy onboarding with strong activity-based triggers and upgrade nudges, using automation events to drive relevant user engagement.",
Paypal,paypal,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d50aebd8f198d862dc580,false,false,Tue Jul 08 2025 17:09:02 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">PayPal’s email strategy centers on feature promotion and product usage, with sleek, professionally designed emails that reflect the brand’s scale and maturity. Most communications focus on upselling, cross-selling, and driving users back to the app, rather than education. Occasional activity recaps add relevance, but the overall emphasis is on showcasing PayPal’s capabilities and encouraging active engagement. </p><p>‍</p><p id="""">P.S. Several sensitive or repetitive transactional emails were removed to maintain relevance and privacy, meaning the average time delay between emails may appear slightly longer than it is in practice.</p><p>‍</p>",21,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d8cc4613ede1ebf964496_250_Paypal_logo-512.webp,About 1 year,"January 15, 2024","January 7, 2025",~18 days,,,announce-new-features; celebrate-milestones; educate-engage; expand-user; onboard-paid-user; request-feedback; transactional-email; onboard-free-user; win-back-churned-user,,"PayPal uses polished, feature-focused emails to drive product usage, promote new tools, and re-engage users through simple, consistent communication.",
Stripe,stripe,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d50ce11a70b3500ec287a,false,false,Tue Jul 08 2025 17:09:34 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Stripe’s email journey combines a polished, enterprise-grade design with a strong focus on education and product adoption. The onboarding flow highlights key features and value propositions, encouraging users to get started quickly and explore different ways to use Stripe. Beyond onboarding, emails promote webinars, reports, and studies, positioning Stripe as both a product and an industry thought leader. </p><p>‍</p><p id="""">P.S. Some personal and account-specific emails were removed to protect sensitive information, so the average time delay between messages may be slightly longer than in reality.</p><p>‍</p>",18,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d897581cd1903afc0cb01_images.jpeg,About 4 months,"March 6, 2025","July 2, 2025",~7 days,,,announce-new-features; celebrate-milestones; expand-user; onboard-free-user; onboard-paid-user; educate-engage; request-feedback; transactional-email; win-back-churned-user,,"Stripe delivers sleek onboarding and education-heavy emails with webinars, reports, and feature highlights to help users adopt and explore the platform.",
Typeform,typeform,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,686d50f6da66a40cb6b47030,false,false,Tue Jul 08 2025 17:10:14 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Typeform’s emails are highly polished and design-forward, showcasing the brand’s maturity and attention to detail. The journey centers on a long onboarding flow filled with social proof, integrations, and feature highlights to boost engagement and conversion. </p><p>‍</p><p id="""">While visually impressive, the onboarding emails can feel dense, offering multiple calls to action instead of a single, focused next step.</p><p>‍</p>","14
",https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686d89690356fcda7d3f6792_typeform-logo-png_seeklogo-363144.png,About 2 months,"May 12, 2025","July 21, 2025",~5 days,,,announce-new-features; educate-engage; expand-user; onboard-free-user; onboard-paid-user; request-feedback; transactional-email; celebrate-milestones; win-back-churned-user,,"Typeform sends polished, design-rich emails focused on onboarding, social proof, integrations, and product education to drive strong user engagement.",
Lovable,lovable,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,689f6bb0e5dfc2ed085a150f,false,false,Fri Aug 15 2025 17:17:36 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:48 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Lovable’s small onboarding flow and plain-text emails reflect a young, fast-growing brand still finding its visual identity. The tone is personal and community-driven, inviting users to join, learn, and celebrate milestones alongside the team. </p><p>‍</p><p id="""">Emails focus on education, monetization tips, and product expansion, with an approachable but unpolished charm that fits their startup audience.</p><p>‍</p>",14,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f6be49f87a9eafb1589e9_download.jpeg,About 1 month,"2 July, 2025","August 5, 2025",~3 days,,,announce-new-features; celebrate-milestones; educate-engage; expand-user; onboard-free-user; onboard-paid-user; request-feedback; transactional-email; win-back-churned-user,,"Lovable uses simple, plain-text emails with community updates, case studies, and expansion nudges that reflect a young brand still forming its identity.",
Slack,slack,67f118c79fcb04b14eeaf13e,6669acc77ba72bcf56a022dd,68bb32c52ac6a0f9c5219f7e,false,false,Fri Sep 05 2025 18:58:13 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 14:33:47 GMT+0000 (Coordinated Universal Time),Tue Feb 17 2026 15:08:22 GMT+0000 (Coordinated Universal Time),,"<p id="""">Slack’s emails focus primarily on education, engagement, and product expansion following a welcoming onboarding experience. Users are nurtured through a premium trial, with emails promoting webinars, AI features, special offers, and usage tips to deepen engagement. Occasional feedback requests and activity summaries add a personal and informative touch to the overall journey. </p><p>‍</p><p id="""">P.S. Recurring weekly activity summary emails were removed to reduce redundancy, so the average time delay between emails may appear slightly longer than it actually is.</p><p>‍</p>",35,https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68bf09208b1bc05c36bc169f_sl.jpg,About 1 year and 9 months,"December 13, 2023","September 1, 2025",~18 days,,,celebrate-milestones; announce-new-features; educate-engage; expand-user; onboard-free-user; onboard-paid-user; request-feedback; transactional-email; win-back-churned-user,,"Slack offers polished, education-focused emails with webinars, feature tips, and upgrades that guide users from onboarding to deeper product adoption.",
